id,runid,runid_sequence,vin,datetime_,time_delta,year_,month_,day_,hour_,min_,dayofweek,messageid,ignition,odometer,odometer_dist,xy_dist,speedInst,speedAvg,speedMax,heading,headingcalculated,lon,lat
369,33,17,1HTJSSKK9FH569208,2018-02-13 0:37,241,2018,2,13,0,37,1,95421927502,On,96555.677,0.062,0.129814,12,9,14,191,12.790879201334599,2697537.184,255981.3728
370,33,18,1HTJSSKK9FH569208,2018-02-13 0:38,60,2018,2,13,0,38,1,95421929754,On,96555.864,0.187,0.12984,27,12,27,63,-72.63160471456675,2698180.439,255741.5924
371,33,19,1HTJSSKK9FH569208,2018-02-13 0:39,60,2018,2,13,0,39,1,95421932068,On,96556.174,0.31,0.252214,0,15,27,None,-115.36441719549825,2699293.835,256474.1989
372,33,20,1HTJSSKK9FH569208,2018-02-13 0:40,60,2018,2,13,0,40,1,95421934334,On,96556.423,0.249,0.2855,20,19,26,101,-83.90722834263346,2700795.212,256310.8836
373,33,21,1HTJSSKK9FH569208,2018-02-13 0:41,60,2018,2,13,0,41,1,95421936645,On,96556.796,0.373,0.403739,29,25,34,77,-92.70842506719167,2702922.175,256505.1631
374,33,22,1HTJSSKK9FH569208,2018-02-13 0:42,60,2018,2,13,0,42,1,95421938889,On,96557.106,0.31,0.208536,5,12,29,None,-84.73951649905874,2704020.896,256406.62
375,33,23,1HTJSSKK9FH569208,2018-02-13 0:43,67,2018,2,13,0,43,1,95421941376,Off,96557.106,0,0.004839,0,1,5,None,0.0,2704021.654,256381.1315
376,34,0,1HTJSSKK9FH569208,2018-02-13 0:47,0,2018,2,13,0,47,1,95421948890,On,96557.106,0,0,0,0,0,None,None,2704021.654,256381.1315
377,34,1,1HTJSSKK9FH569208,2018-02-13 0:48,42,2018,2,13,0,48,1,95421950399,On,96557.169,0.063,0.010364,16,9,16,101,153.43494882524837,2704000.537,256431.5254
378,34,2,1HTJSSKK9FH569208,2018-02-13 0:49,62,2018,2,13,0,49,1,95422102679,On,96557.541,0.372,0.438009,25,26,29,101,-83.09086725459147,2706298.943,256139.1957
379,34,3,1HTJSSKK9FH569208,2018-02-13 0:50,61,2018,2,13,0,50,1,95422104956,On,96557.976,0.435,0.418871,26,25,27,89,-83.73210066151746,2708500.787,255891.5659
380,34,4,1HTJSSKK9FH569208,2018-02-13 0:51,59,2018,2,13,0,51,1,95422107204,On,96558.287,0.311,0.241165,0,14,27,None,-91.88818800671048,2709773.206,255984.3429
381,34,5,1HTJSSKK9FH569208,2018-02-13 0:52,61,2018,2,13,0,52,1,95422109461,On,96558.474,0.187,0.241378,26,15,27,91,-92.64254529410182,2711044.962,256099.0327
382,34,6,1HTJSSKK9FH569208,2018-02-13 0:53,60,2018,2,13,0,53,1,95422111729,On,96558.846,0.372,0.248055,0,16,29,None,-105.34302930457581,2712266.554,256576.7266
383,34,7,1HTJSSKK9FH569208,2018-02-13 0:54,60,2018,2,13,0,54,1,95422113874,On,96559.095,0.249,0.27206,7,16,22,None,-117.3132744183087,2713435.241,257413.6918
384,34,8,1HTJSSKK9FH569208,2018-02-13 0:55,60,2018,2,13,0,55,1,95422116067,On,96559.219,0.124,0.103156,2,7,20,None,-136.70617829429085,2713741.156,257863.892
385,34,9,1HTJSSKK9FH569208,2018-02-13 0:56,60,2018,2,13,0,56,1,95422118257,On,96559.468,0.249,0.28263,22,16,22,35,-141.4605187223281,2714481.188,259158.1322
386,34,10,1HTJSSKK9FH569208,2018-02-13 0:57,60,2018,2,13,0,57,1,95422120508,On,96559.778,0.31,0.234613,0,14,25,None,-137.2562652066681,2715167.466,260188.3706
387,34,11,1HTJSSKK9FH569208,2018-02-13 0:58,62,2018,2,13,0,58,1,95422122850,On,96559.841,0.063,0.119603,14,11,25,133,-109.01703395806099,2715736.378,260464.3172
388,34,12,1HTJSSKK9FH569208,2018-02-13 0:59,89,2018,2,13,0,59,1,95422126150,Off,96559.965,0.124,0.028186,0,2,14,None,-74.35775354267047,2715877.899,260417.5719
389,35,0,1HTJSSKK9FH715817,2018-02-13,0,2018,2,13,0,0,1,95421539892,On,74859.135,0,0,0,0,0,None,None,2682665.659,280944.8964
390,35,1,1HTJSSKK9FH715817,2018-02-13 0:01,62,2018,2,13,0,1,1,95421542384,Idle,74859.135,0,0,0,0,0,None,None,2682665.659,280944.8964
391,35,2,1HTJSSKK9FH715817,2018-02-13 0:20,1157,2018,2,13,0,20,1,95421737892,On,74859.384,0.249,0.063191,7,9,16,81,116.5650511767523,2682380.668,281118.877
392,35,3,1HTJSSKK9FH715817,2018-02-13 0:21,62,2018,2,13,0,21,1,95421740339,On,74859.57,0.186,0.175696,25,15,25,215,-36.578424537652346,2682862.691,280327.4074
393,35,4,1HTJSSKK9FH715817,2018-02-13 0:22,62,2018,2,13,0,22,1,95421742615,On,74859.943,0.373,0.327645,15,20,29,163,43.389699397534244,2681887.625,278899.7981
394,35,5,1HTJSSKK9FH715817,2018-02-13 0:23,61,2018,2,13,0,23,1,95421745000,On,74860.316,0.373,0.395533,26,25,27,169,-43.6677801461597,2683169.993,277253.1662
395,35,6,1HTJSSKK9FH715817,2018-02-13 0:24,61,2018,2,13,0,24,1,95421747343,On,74860.751,0.435,0.39946,22,25,29,151,-43.23760897627141,2684453.265,275581.1121
396,35,7,1HTJSSKK9FH715817,2018-02-13 0:25,60,2018,2,13,0,25,1,95421749715,On,74861.061,0.31,0.337159,15,20,25,157,-41.23596513513148,2685489.308,274135.1852
397,35,8,1HTJSSKK9FH715817,2018-02-13 0:26,62,2018,2,13,0,26,1,95421752169,On,74861.248,0.187,0.173299,0,10,21,None,-25.87831958338553,2685833.127,273288.7371
398,35,9,1HTJSSKK9FH715817,2018-02-13 0:28,85,2018,2,13,0,28,1,95421905443,Off,74861.31,0.062,0.014518,0,1,4,None,180.0,2685830.907,273365.2045
399,36,0,1HTJSSKKXFH600403,2018-02-13,0,2018,2,13,0,0,1,95421606610,On,98196.159,0,0,0,1,17,None,None,2665811.636,248094.9168
400,36,1,1HTJSSKKXFH600403,2018-02-13 0:01,61,2018,2,13,0,1,1,95421609089,Idle,98196.159,0,0,0,0,0,None,None,2665811.636,248094.9168
401,36,2,1HTJSSKKXFH600403,2018-02-13 0:19,1092,2018,2,13,0,19,1,95421802718,On,98196.346,0.187,0.077817,11,12,21,343,-121.91494006380394,2666123.659,248362.4579
402,36,3,1HTJSSKKXFH600403,2018-02-13 0:20,61,2018,2,13,0,20,1,95421805135,On,98196.594,0.248,0.222818,34,19,34,127,-110.77225468201979,2667164.92,248912.9781
403,36,4,1HTJSSKKXFH600403,2018-02-13 0:21,62,2018,2,13,0,21,1,95421807556,On,98197.154,0.56,0.500743,2,30,41,None,-63.1741200654272,2669416.008,247522.5941
404,36,5,1HTJSSKKXFH600403,2018-02-13 0:22,62,2018,2,13,0,22,1,95421809921,On,98197.464,0.31,0.418165,50,26,51,115,-67.83104305916815,2671397.738,246543.8467
405,36,6,1HTJSSKKXFH600403,2018-02-13 0:23,57,2018,2,13,0,23,1,95421812106,On,98197.837,0.373,0.283732,17,17,50,117,-71.53005070521174,2672790.12,245985.7842
406,36,7,1HTJSSKKXFH600403,2018-02-13 0:24,62,2018,2,13,0,24,1,95421814582,On,98198.21,0.373,0.325761,0,19,29,None,-14.676393137467686,2673176.989,244313.1347
407,36,8,1HTJSSKKXFH600403,2018-02-13 0:25,59,2018,2,13,0,25,1,95421816846,On,98198.334,0.124,0.158576,26,10,26,171,-10.72629446597499,2673320.998,243489.9808
408,36,9,1HTJSSKKXFH600403,2018-02-13 0:26,62,2018,2,13,0,26,1,95421819278,On,98198.521,0.187,0.234063,16,14,27,173,-10.815731566042935,2673535.057,242275.2395
409,36,10,1HTJSSKKXFH600403,2018-02-13 0:27,61,2018,2,13,0,27,1,95421821646,On,98198.831,0.31,0.324761,27,20,31,191,-4.267893300256024,2673681.786,240570.2438
410,36,11,1HTJSSKKXFH600403,2018-02-13 0:28,60,2018,2,13,0,28,1,95421824009,On,98199.204,0.373,0.256484,9,20,27,99,-15.401927972946861,2673999.658,239256.424
411,36,12,1HTJSSKKXFH600403,2018-02-13 0:29,61,2018,2,13,0,29,1,95421826410,On,98199.453,0.249,0.192113,1,12,22,None,5.976702383059875,2673947.154,238245.4558
412,36,13,1HTJSSKKXFH600403,2018-02-13 0:30,69,2018,2,13,0,30,1,95421829137,Off,98199.515,0.062,0.006097,0,1,5,None,135.00000000290794,2673926.812,238270.3859
413,37,0,1HTJSSKKXFH600403,2018-02-13 0:36,0,2018,2,13,0,36,1,95421842775,On,98199.515,0,0,0,0,0,None,None,2673926.812,238270.3859
414,37,1,1HTJSSKKXFH600403,2018-02-13 0:37,44,2018,2,13,0,37,1,95421844591,Idle,98199.515,0,0,6,1,6,None,None,2673889.036,238218.2889
415,37,2,1HTJSSKKXFH600403,2018-02-13 0:38,61,2018,2,13,0,38,1,95421846881,On,98199.763,0.248,0.232554,30,20,30,191,41.95291049657083,2673220.029,237189.7575
416,37,3,1HTJSSKKXFH600403,2018-02-13 0:39,60,2018,2,13,0,39,1,95421849231,On,98200.198,0.435,0.448195,31,26,31,191,11.911215431991579,2672908.055,234848.5263
417,37,4,1HTJSSKKXFH600403,2018-02-13 0:40,70,2018,2,13,0,40,1,95421851869,On,98200.633,0.435,0.350561,11,25,31,231,32.69065299187605,2672136.823,233168.4355
418,37,5,1HTJSSKKXFH600403,2018-02-13 0:41,51,2018,2,13,0,41,1,95422053844,On,98201.006,0.373,0.380398,42,27,42,139,-29.438489674643666,2672987.928,231352.277
419,37,6,1HTJSSKKXFH600403,2018-02-13 0:42,59,2018,2,13,0,42,1,95422056075,On,98201.379,0.373,0.237217,0,14,42,None,-49.33543008588769,2673849.756,230443.8802
420,37,7,1HTJSSKKXFH600403,2018-02-13 0:43,62,2018,2,13,0,43,1,95422058500,On,98201.565,0.186,0.327761,39,22,40,227,27.236657146086298,2673259.189,228819.9255
421,37,8,1HTJSSKKXFH600403,2018-02-13 0:44,60,2018,2,13,0,44,1,95422060722,On,98202.125,0.56,0.425435,32,32,39,199,62.166488330182744,2671442.361,227496.413
422,37,9,1HTJSSKKXFH600403,2018-02-13 0:45,61,2018,2,13,0,45,1,95422063207,On,98202.622,0.497,0.429868,24,27,40,137,-23.45594018142037,2672221.08,225368.4055
423,37,10,1HTJSSKKXFH600403,2018-02-13 0:46,60,2018,2,13,0,46,1,95422065396,On,98202.995,0.373,0.208828,0,17,25,None,-10.608085046320385,2672409.033,224284.1055
424,37,11,1HTJSSKKXFH600403,2018-02-13 0:47,61,2018,2,13,0,47,1,95422067847,On,98203.119,0.124,0.04909,0,4,11,None,94.96974072788115,2672150.265,224305.9047
425,37,12,1HTJSSKKXFH600403,2018-02-13 0:48,60,2018,2,13,0,48,1,95422070023,Idle,98203.119,0,0,6,4,12,None,None,2672370.506,224257.5002
426,37,13,1HTJSSKKXFH600403,2018-02-13 0:49,61,2018,2,13,0,49,1,95422072424,On,98203.181,0.062,0.012753,0,0,6,None,-136.9749340101084,2672408.205,224313.2363
427,37,14,1HTJSSKKXFH600403,2018-02-13 0:50,62,2018,2,13,0,50,1,95422074718,Idle,98203.181,0,0,0,0,0,None,None,2672407.481,224338.7258
428,37,15,1HTJSSKKXFH600403,2018-02-13 0:52,119,2018,2,13,0,52,1,95422079173,On,98203.243,0.062,0.031044,12,6,16,223,44.19307054580196,2672313.078,224204.8478
429,37,16,1HTJSSKKXFH600403,2018-02-13 0:53,61,2018,2,13,0,53,1,95422081599,On,98203.429,0.186,0.097915,11,14,24,49,131.48624973953704,2671962.758,224584.8309
430,37,17,1HTJSSKKXFH600403,2018-02-13 0:54,60,2018,2,13,0,54,1,95422083921,On,98203.678,0.249,0.100386,10,12,20,243,-50.106484572363485,2672332.703,224205.4055
431,37,18,1HTJSSKKXFH600403,2018-02-13 0:55,64,2018,2,13,0,55,1,95422086429,On,98203.802,0.124,0.039413,0,2,14,None,114.37646861650985,2672150.265,224305.9047
432,37,19,1HTJSSKKXFH600403,2018-02-13 0:56,57,2018,2,13,0,56,1,95422088641,Idle,98203.802,0,0,0,0,0,None,None,2672150.265,224305.9047
433,38,0,1HTJSSKKXFH664425,2018-02-13,0,2018,2,13,0,0,1,95421565937,On,59826.302,0,0,0,0,0,None,None,2693612.069,238245.3505
434,38,1,1HTJSSKKXFH664425,2018-02-13 0:01,60,2018,2,13,0,1,1,95421568270,Idle,59826.302,0,0,0,0,0,None,None,2693612.069,238245.3505
435,38,2,1HTJSSKKXFH664425,2018-02-13 0:16,910,2018,2,13,0,16,1,95421753877,On,59826.364,0.062,0.12811,27,9,27,193,-4.327648203153131,2693671.039,237572.8673
436,38,3,1HTJSSKKXFH664425,2018-02-13 0:17,62,2018,2,13,0,17,1,95421756229,On,59826.675,0.311,0.21746,0,14,34,None,34.63080038028983,2693162.657,236544.8372
437,38,4,1HTJSSKKXFH664425,2018-02-13 0:18,62,2018,2,13,0,18,1,95421758630,On,59826.799,0.124,0.131648,11,11,24,113,-19.1790080259137,2693361.629,235880.098
438,38,5,1HTJSSKKXFH664425,2018-02-13 0:19,59,2018,2,13,0,19,1,95421760967,On,59826.985,0.186,0.237529,0,14,31,191,7.16625115985716,2693277.595,234631.2584
439,38,6,1HTJSSKKXFH664425,2018-02-13 0:20,62,2018,2,13,0,20,1,95421763452,On,59827.358,0.373,0.314127,32,20,40,191,12.461082233011902,2693047.897,232991.8505
440,38,7,1HTJSSKKXFH664425,2018-02-13 0:21,62,2018,2,13,0,21,1,95421765859,On,59827.793,0.435,0.372815,24,21,41,191,11.351271413088417,2692804.795,231042.2819
441,38,8,1HTJSSKKXFH664425,2018-02-13 0:22,59,2018,2,13,0,22,1,95421768137,On,59827.98,0.187,0.189716,0,10,37,None,13.335106340823838,2692654.168,230053.8928
442,38,9,1HTJSSKKXFH664425,2018-02-13 0:23,62,2018,2,13,0,23,1,95421770479,On,59828.166,0.186,0.142351,19,12,31,101,-37.177660734985494,2693051.55,229416.8216
443,38,10,1HTJSSKKXFH664425,2018-02-13 0:24,62,2018,2,13,0,24,1,95421772886,On,59828.352,0.186,0.132091,1,10,25,None,-55.32095436253713,2693583.779,228965.9245
444,38,11,1HTJSSKKXFH664425,2018-02-13 0:25,74,2018,2,13,0,25,1,95421775772,Off,59828.352,0,0.007421,0,0,2,None,-90.0,2693623.024,228967.0741
445,39,0,1HTJSSKKXFH715812,2018-02-13,0,2018,2,13,0,0,1,95421654258,On,59896.952,0,0,0,0,0,None,None,2685202.53,240044.8417
446,39,1,1HTJSSKKXFH715812,2018-02-13 0:01,62,2018,2,13,0,1,1,95421656860,Idle,59896.952,0,0,0,0,0,None,None,2685202.53,240044.8417
447,39,2,1HTJSSKKXFH715812,2018-02-13 0:06,304,2018,2,13,0,6,1,95421669978,On,59897.2,0.248,0.307078,17,14,19,263,85.13758677171258,2683593.779,239819.7247
448,39,3,1HTJSSKKXFH715812,2018-02-13 0:07,60,2018,2,13,0,7,1,95421672592,On,59897.449,0.249,0.20361,11,15,20,353,98.59763913893697,2682531.455,239996.7745
449,39,4,1HTJSSKKXFH715812,2018-02-13 0:08,61,2018,2,13,0,8,1,95421675205,On,59897.635,0.186,0.223808,15,14,19,357,168.69006752590641,2682318.516,241156.8185
450,39,5,1HTJSSKKXFH715812,2018-02-13 0:09,62,2018,2,13,0,9,1,95421677888,On,59897.884,0.249,0.262646,21,16,21,353,169.30675891811282,2682080.101,242520.2117
451,39,6,1HTJSSKKXFH715812,2018-02-13 0:10,59,2018,2,13,0,10,1,95421680383,On,59898.195,0.311,0.223276,6,12,22,339,169.90011829639815,2681886.809,243680.8252
452,39,7,1HTJSSKKXFH715812,2018-02-13 0:11,62,2018,2,13,0,11,1,95421682988,On,59898.443,0.248,0.277039,17,17,24,259,84.60655911210021,2680437.959,243460.5183
453,39,8,1HTJSSKKXFH715812,2018-02-13 0:12,60,2018,2,13,0,12,1,95421685493,On,59898.63,0.187,0.166576,4,12,21,None,67.63026912070447,2679673.866,243023.0893
454,39,9,1HTJSSKKXFH715812,2018-02-13 0:13,61,2018,2,13,0,13,1,95421688016,On,59898.754,0.124,0.033507,0,5,7,None,110.2248594309033,2679511.978,243094.9675
455,39,10,1HTJSSKKXFH715812,2018-02-13 0:14,60,2018,2,13,0,14,1,95421690478,Idle,59898.754,0,0,0,0,0,None,None,2679490.902,243145.3824
456,39,11,1HTJSSKKXFH715812,2018-02-13 0:40,1574,2018,2,13,0,40,1,95422003415,On,59898.816,0.062,0.047519,5,4,9,None,-59.393592968520444,2679694.21,242998.1639
457,39,12,1HTJSSKKXFH715812,2018-02-13 0:41,62,2018,2,13,0,41,1,95422005991,On,59899.002,0.186,0.179537,0,11,24,None,-12.552503232733157,2679880.702,242070.5778
458,39,13,1HTJSSKKXFH715812,2018-02-13 0:42,59,2018,2,13,0,42,1,95422008354,On,59899.189,0.187,0.164727,0,10,26,None,-40.672351796948,2680380.639,241359.7354
459,39,14,1HTJSSKKXFH715812,2018-02-13 0:43,62,2018,2,13,0,43,1,95422010813,On,59899.375,0.186,0.17372,21,11,26,129,-58.47999124085574,2681114.357,240808.6961
460,39,15,1HTJSSKKXFH715812,2018-02-13 0:44,59,2018,2,13,0,44,1,95422013099,On,59899.624,0.249,0.340838,20,21,27,131,-57.798151254273776,2682539.756,239709.1114
461,39,16,1HTJSSKKXFH715812,2018-02-13 0:45,60,2018,2,13,0,45,1,95422015515,On,59899.934,0.31,0.239724,11,15,25,177,-56.42607240846073,2683521.909,238910.2068
462,39,17,1HTJSSKKXFH715812,2018-02-13 0:46,62,2018,2,13,0,46,1,95422017885,On,59900.121,0.187,0.12192,0,10,20,None,-38.89196168182505,2683876.747,238373.8112
463,39,18,1HTJSSKKXFH715812,2018-02-13 0:47,59,2018,2,13,0,47,1,95422020301,Idle,59900.121,0,0,0,0,0,None,None,2683876.747,238373.8112
464,40,0,3BP1HM6X0EF590377,2018-02-13,0,2018,2,13,0,0,1,95421567429,On,49037.185,0,0,0,0,0,None,None,2678489.104,223812.6616
465,40,1,3BP1HM6X0EF590377,2018-02-13 0:01,61,2018,2,13,0,1,1,95421569851,Idle,49037.185,0,0,0,0,0,None,None,2678508.73,223813.2242
466,41,0,3BP1HM6X0EF590380,2018-02-13,0,2018,2,13,0,0,1,95421539706,On,26845.472,0,0,0,0,0,None,None,2678328.559,223833.5687
467,41,1,3BP1HM6X0EF590380,2018-02-13 0:01,61,2018,2,13,0,1,1,95421542172,Idle,26845.472,0,0,0,0,0,None,None,2678328.559,223833.5687
468,42,0,3BP1HM6X1EF590372,2018-02-13,0,2018,2,13,0,0,1,95421654980,On,60658.132,0,0,0,0,0,None,None,2678236.377,223623.2003
469,42,1,3BP1HM6X1EF590372,2018-02-13 0:01,61,2018,2,13,0,1,1,95421657605,Idle,60658.132,0,0,0,0,0,None,None,2678256.003,223623.763
470,43,0,3BP1HM6X2EF590378,2018-02-13,0,2018,2,13,0,0,1,95421540175,On,56848.38,0,0,0,0,0,None,None,2677769.881,223843.069
471,43,1,3BP1HM6X2EF590378,2018-02-13 0:01,61,2018,2,13,0,1,1,95421542617,Idle,56848.38,0,0,0,0,0,None,None,2677769.881,223843.069
472,44,0,3BP1HM6X3DF590064,2018-02-13,0,2018,2,13,0,0,1,95421607279,On,9118.249,0,0,0,0,0,None,None,2670910.327,267936.5989
473,44,1,3BP1HM6X3DF590064,2018-02-13 0:01,54,2018,2,13,0,1,1,95421609387,Idle,9118.249,0,0,0,0,0,None,None,2670971.378,267858.1591
474,45,0,3BP1HM6X4EF590379,2018-02-13,0,2018,2,13,0,0,1,95421655989,On,3099.648,0,0,0,0,0,None,None,2716819.67,248368.2105
475,45,1,3BP1HM6X4EF590379,2018-02-13 0:01,56,2018,2,13,0,1,1,95421658381,Idle,3099.648,0,0,0,0,0,None,None,2716819.67,248368.2105
476,46,0,3BP1HM6X5EF590374,2018-02-13,0,2018,2,13,0,0,1,95421540867,On,60635.514,0,0,0,0,0,None,None,2678293.064,223701.3557
477,46,1,3BP1HM6X5EF590374,2018-02-13 0:01,61,2018,2,13,0,1,1,95421543336,Idle,60635.514,0,0,0,0,0,None,None,2678293.064,223701.3557
478,47,0,3BP1HM6X6DF590060,2018-02-13,0,2018,2,13,0,0,1,95421540063,On,35638.931,0,0,0,0,0,None,None,2678415.088,223653.8338
479,47,1,3BP1HM6X6DF590060,2018-02-13 0:01,60,2018,2,13,0,1,1,95421542478,Idle,35638.931,0,0,0,0,0,None,None,2678415.088,223653.8338
480,48,0,3BP1HM6X6DF590091,2018-02-13,0,2018,2,13,0,0,1,95421539570,On,35543.613,0,0,0,0,0,None,None,2678328.559,223833.5687
481,48,1,3BP1HM6X6DF590091,2018-02-13,15,2018,2,13,0,0,1,95421540154,Idle,35543.613,0,0,0,0,0,None,None,2678328.559,223833.5687
482,49,0,3BP1HM6X7EF590375,2018-02-13,0,2018,2,13,0,0,1,95421606846,On,41878.057,0,0,0,0,0,None,None,2693788.886,228764.2032
483,49,1,3BP1HM6X7EF590375,2018-02-13 0:01,61,2018,2,13,0,1,1,95421609287,Idle,41878.057,0,0,0,0,0,None,None,2693808.508,228764.778
484,50,0,3BP1HM6X8EF590370,2018-02-13,0,2018,2,13,0,0,1,95421565483,On,56219.118,0,0,0,0,0,None,None,2677897.85,223587.9888
485,50,1,3BP1HM6X8EF590370,2018-02-13 0:01,60,2018,2,13,0,1,1,95421567878,Idle,56219.118,0,0,0,0,0,None,None,2677837.51,223637.2807
486,51,0,3BP1HM6X9DF590098,2018-02-13,0,2018,2,13,0,0,1,95421653589,On,29904.731,0,0,0,0,0,None,None,2678348.185,223834.1313
487,51,1,3BP1HM6X9DF590098,2018-02-13,15,2018,2,13,0,0,1,95421654235,Idle,29904.731,0,0,0,0,0,None,None,2678348.185,223834.1313
488,52,0,3BP1HM6X9EF590376,2018-02-13,0,2018,2,13,0,0,1,95421567207,On,32123.089,0,0,0,0,0,None,None,2678611.232,223761.4989
489,52,1,3BP1HM6X9EF590376,2018-02-13 0:01,62,2018,2,13,0,1,1,95421569702,Idle,32123.089,0,0,0,0,0,None,None,2678611.232,223761.4989
490,53,0,3BP1HM6XXEF590371,2018-02-13,0,2018,2,13,0,0,1,95421654138,On,57832.322,0,0,0,0,0,None,None,2671035.849,267757.9513
491,53,1,3BP1HM6XXEF590371,2018-02-13 0:01,59,2018,2,13,0,1,1,95421656607,Idle,57832.322,0,0,0,0,0,None,None,2671055.441,267758.508
492,54,0,3HAZZMMR2HL157889,2018-02-13,0,2018,2,13,0,0,1,95421539485,On,25546.372,0,0,0,0,0,None,None,2690812.254,236450.6136
493,54,1,3HAZZMMR2HL157889,2018-02-13,15,2018,2,13,0,0,1,95421540108,Idle,25546.372,0,0,0,0,0,None,None,2690792.638,236450.0411
494,54,2,3HAZZMMR2HL157889,2018-02-13 0:03,216,2018,2,13,0,3,1,95421548677,On,25546.434,0.062,0.090609,10,4,12,None,-85.29214775556622,2691270.522,236412.972
495,54,3,3HAZZMMR2HL157889,2018-02-13 0:04,15,2018,2,13,0,4,1,95421549275,On,25546.496,0.062,0.047832,11,16,22,117,-76.27770286674179,2691513.757,236343.5453
496,54,4,3HAZZMMR2HL157889,2018-02-13 0:04,16,2018,2,13,0,4,1,95421549893,Idle,25546.496,0,0,0,12,22,7,None,2691606.519,236528.474
497,54,5,3HAZZMMR2HL157889,2018-02-13 0:04,15,2018,2,13,0,4,1,95421550501,On,25546.558,0.062,0.014984,0,0,0,None,-161.56505117882278,2691623.901,236605.5139
498,54,6,3HAZZMMR2HL157889,2018-02-13 0:05,16,2018,2,13,0,5,1,95421551127,Idle,25546.558,0,0,17,5,17,301,None,2691583.179,236655.3452
499,54,7,3HAZZMMR2HL157889,2018-02-13 0:05,15,2018,2,13,0,5,1,95421551695,On,25546.682,0.124,0.065339,0,15,26,None,107.52556837365451,2691259.888,236777.0989
500,54,8,3HAZZMMR2HL157889,2018-02-13 0:05,15,2018,2,13,0,5,1,95421552279,Idle,25546.682,0,0,11,2,11,None,None,2691239.528,236802.0148
501,54,9,3HAZZMMR2HL157889,2018-02-13 0:06,31,2018,2,13,0,6,1,95421703494,On,25546.745,0.063,0.054051,5,0,5,None,5.128191042443623,2691228.206,236517.4229
502,54,10,3HAZZMMR2HL157889,2018-02-13 0:06,15,2018,2,13,0,6,1,95421704097,Idle,25546.745,0,0,0,2,9,None,None,2691249.417,236463.3771
503,54,11,3HAZZMMR2HL157889,2018-02-13 0:06,33,2018,2,13,0,6,1,95421705419,On,25546.807,0.062,0.068006,10,5,19,None,-86.8697551377264,2691608.86,236448.3663
504,54,12,3HAZZMMR2HL157889,2018-02-13 0:07,13,2018,2,13,0,7,1,95421705944,Idle,25546.807,0,0,0,1,10,None,None,2691690.127,236450.7409
505,54,13,3HAZZMMR2HL157889,2018-02-13 0:09,139,2018,2,13,0,9,1,95421711406,On,25546.869,0.062,0.058068,6,16,21,103,-109.98310652189998,2691963.726,236589.9352
506,54,14,3HAZZMMR2HL157889,2018-02-13 0:09,15,2018,2,13,0,9,1,95421712033,Idle,25546.869,0,0,0,0,6,None,None,2692073.764,236279.736
507,54,15,3HAZZMMR2HL157889,2018-02-13 0:11,123,2018,2,13,0,11,1,95421716861,On,25546.931,0.062,0.022788,0,2,14,None,-90.0,2692194.265,236283.2593
508,54,16,3HAZZMMR2HL157889,2018-02-13 0:11,16,2018,2,13,0,11,1,95421717492,Idle,25546.931,0,0,0,0,0,None,None,2692415.085,236213.186
509,54,17,3HAZZMMR2HL157889,2018-02-13 0:14,169,2018,2,13,0,14,1,95421724119,On,25546.993,0.062,0.033389,0,5,15,None,-130.6012946441264,2692528.949,236347.7142
510,54,18,3HAZZMMR2HL157889,2018-02-13 0:14,15,2018,2,13,0,14,1,95421724758,Idle,25546.993,0,0,0,0,0,None,None,2692570.238,236374.433
511,54,19,3HAZZMMR2HL157889,2018-02-13 0:17,139,2018,2,13,0,17,1,95421730189,On,25547.055,0.062,0.060302,0,12,22,None,-66.52260010791407,2692852.252,236225.9776
512,54,20,3HAZZMMR2HL157889,2018-02-13 0:17,15,2018,2,13,0,17,1,95421730777,Idle,25547.055,0,0,11,1,11,47,None,2692932.774,236253.845
513,54,21,3HAZZMMR2HL157889,2018-02-13 0:18,31,2018,2,13,0,18,1,95421732001,On,25547.179,0.124,0.065616,17,25,30,101,-60.06848815969811,2693216.285,236054.4159
514,54,22,3HAZZMMR2HL157889,2018-02-13 0:18,16,2018,2,13,0,18,1,95421732606,On,25547.304,0.125,0.141071,0,6,20,None,-70.6467017960146,2693903.53,235764.7781
515,54,23,3HAZZMMR2HL157889,2018-02-13 0:18,15,2018,2,13,0,18,1,95421733176,Idle,25547.304,0,0,5,0,5,None,None,2693903.53,235764.7781
516,54,24,3HAZZMMR2HL157889,2018-02-13 0:19,33,2018,2,13,0,19,1,95421734521,On,25547.366,0.062,0.069184,0,4,9,None,-127.65877418875037,2694153.771,236030.8655
517,54,25,3HAZZMMR2HL157889,2018-02-13 0:19,14,2018,2,13,0,19,1,95421735056,Idle,25547.366,0,0,17,14,22,79,None,2694412.897,236089.4861
518,54,26,3HAZZMMR2HL157889,2018-02-13 0:19,17,2018,2,13,0,19,1,95421735715,On,25547.428,0.062,0.030593,19,9,19,None,-82.9987324425417,2694573.379,236068.6833
519,54,27,3HAZZMMR2HL157889,2018-02-13 0:19,14,2018,2,13,0,19,1,95421736256,Idle,25547.428,0,0,12,16,22,None,None,2694660.928,235761.4789
520,54,28,3HAZZMMR2HL157889,2018-02-13 0:20,14,2018,2,13,0,20,1,95421736789,On,25547.552,0.124,0.051095,0,2,12,None,54.84582236764743,2694467.297,235573.579
